"Emri","Gjinia","Frekuenca"
"Pier","M","6"
"Piermateo","M","1"
"Pierpaulo","M","1"
"Pieraldo","M","1"
"Piereta","F","2"
"Piereto","M","1"
"Pierin","M","17"
"Pierina","F","5"
"Pierind","M","2"
"Piero","M","5"
"Pierre","M","1"
"Pieter","M","24"
"Pietro","M","12"
"Pihana","F","1"
"Piiumb","M","1"
"Pijate","F","1"
"Pijazit","M","16"
"Pije","F","2"
"Pijereta","F","1"
"Pika","F","1"
"Pikalore","F","1"
"Pikërime","F","1"
"Pikjan","M","1"
"Pikledja","F","1"
"Piklore","F","1"
"Piko","M","1"
"Pikrime","F","2"
"Pila","M","1"
"Pilar","F","1"
"Pili","M","2"
"Pilo","M","178"
"Pilo","F","2"
"Pilot","M","6"
"Pilurjot","M","1"
"Pin","M","4"
"Pina","F","110"
"Pina","M","1"
"Pinallopi","F","3"
"Pinar","F","2"
"Pine","F","15"
"Pine","M","1"
"Pineda","F","6"
"Pinedhopi","F","1"
"Pinelopa","F","1"
"Pinelopi","F","4"
"Pinella","F","0"
"Pinellopi","F","22"
"Pinellopi","M","1"
"Pinete","F","1"
"Pinë","F","8"
"Pinë","M","1"
"Pini","F","1"
"Pinillopi","F","1"
"Piniqe","F","1"
"Pino","F","1"
"Pinollopi","F","1"
"Pinoreta","F","1"
"Pinjo","F","2"
"Pio","M","1"
"Piola","F","1"
"Piona","F","1"
"Pionis","M","4"
"Pionist","M","1"
"Piooeneas","M","1"
"Pioralba","F","1"
"Pioralda","F","1"
"Piorin","M","1"
"Pipa","F","3"
"Pipe","F","1"
"Pipë","F","1"
"Pipi","M","2"
"Pipino","F","1"
"Pipo","M","1"
"Piqere","F","1"
"Piran","M","5"
"Piranka","F","1"
"Pire","F","0"
"Pirena","F","1"
"Pirens","M","1"
"Pireta","F","7"
"Pirin","M","19"
"Pirina","F","1"
"Pirini","F","1"
"Pirjan","M","1"
"Pirjen","M","1"
"Pirlea","F","1"
"Pirluigji","M","1"
"Pirndesa","F","1"
"Piro","M","680"
"Piro","F","4"
"Pirola","F","1"
"Pironeta","F","2"
"Piros","M","1"
"Pirot","M","2"
"Pirullë","F","1"
"Pirro","M","278"
"Pirro","F","5"
"Pirros","M","1"
"Pishila","F","3"
"Pishtar","M","1"
"Pitan","M","1"
"Piter","M","15"
"Pitie","F","1"
"Piton","M","1"
"Pitul","M","1"
"Pjcrin","M","1"
"Pjer","M","2"
"Pjera","F","1"
"Pjeralda","F","1"
"Pjeranxhela","F","1"
"Pjeredi","M","1"
"Pjereta","F","18"
"Pjergisla","F","1"
"Pjeri","M","3"
"Pjeri","F","1"
"Pjerida","F","1"
"Pjerim","M","13"
"Pjerin","M","329"
"Pjerin","F","3"
"Pjerina","F","17"
"Pjerind","M","4"
"Pjerinë","M","1"
"Pjerini","M","3"
"Pjerino","F","1"
"Pjerino","M","1"
"Pjerita","F","1"
"Pjermari","M","1"
"Pjero","M","6"
"Pjeshka","F","1"
"Pjeter","M","1888"
"Pjeter","F","13"
"Pjeterson","M","1"
"Pjetër","M","569"
"Pjetër","F","4"
"Pjetërr","M","1"
"Pjetra","F","1"
"Pjetri","M","9"
"Pjetrin","M","2"
"Pjetrino","M","1"
"Pjetro","M","18"
"Pjetrush","M","2"
"Pjetrralin","M","1"
"Pjexher","M","1"
"Pjëtër","M","1"
"Pjirin","M","1"
"Pjoralda","F","1"
"Pjoreta","F","1"
"Pjorin","M","4"
"Pjotr","M","1"
"Pkbala","F","1"
"Pkenb","M","1"
"Pladirjona","F","1"
"Pladomen","M","3"
"Pladomen","F","1"
"Pladoment","M","1"
"Plador","M","1"
"Planet","M","1"
"Planeta","F","1"
"Planos","M","4"
"Plareni","M","1"
"Plarent","M","87"
"Plarent","F","1"
"Plarentin","M","1"
"Plarentina","F","1"
"Plarido","M","2"
"Plati","M","1"
"Platin","M","45"
"Platin","F","1"
"Platina","F","1"
"Platini","M","1"
"Plation","M","1"
"Platmed","M","1"
"Platomen","M","1"
"Platon","M","67"
"Platona","M","1"
"Plator","M","21"
"Plaudomena","F","1"
"Plavid","M","1"
"Plavio","M","1"
"Plavja","F","1"
"Pleada","F","3"
"Pleçe","F","1"
"Plejdjana","F","1"
"Pleorat","M","1"
"Pletim","M","1"
"Pleton","M","1"
"Pleurad","M","1"
"Pleurat","M","10"
"Plevis","M","1"
"Plevisa","F","1"
"Plogert","M","1"
"Plomenta","F","1"
"Ploren","M","1"
"Plorent","M","9"
"Plorenti","M","1"
"Plorida","F","1"
"Plorin","M","1"
"Plotilda","F","1"
"Plotim","M","8"
"Plotime","F","2"
"Plumbi","F","1"
"Plumbin","M","1"
"Pluneda","F","1"
"Plunil","M","1"
"Plurat","M","1"
"Plurent","M","1"
"Pluton","M","14"
"Pluturol","M","1"
"Pllub","M","1"
"Pllubesha","F","1"
"Pllubë","M","1"
"Pllum","M","246"
"Pllum","F","1"
"Pllumb","M","384"
"Pllumb","F","3"
"Pllumbe","F","5"
"Pllumbe","M","4"
"Pllumbesha","F","20"
"Pllumbi","M","7"
"Pllume","F","5"
"Pllume","M","3"
"Pllumesh","M","1"
"Pllumesha","F","6"
"Pllutia","F","1"
"Pllvm","M","1"
"Pnena","F","1"
"Pnoenix","M","1"
"Poala","F","1"
"Poco","M","1"
"Poçol","M","1"
"Poel","M","1"
"Poem","F","1"
"Poema","F","2"
"Pogoni","F","1"
"Pojana","F","1"
"Pojezda","F","1"
"Pojezda","M","1"
"Pojta","M","1"
"Pokeola","M","1"
"Pol","M","16"
"Pola","F","4"
"Polanda","F","1"
"Polar","M","1"
"Polat","M","3"
"Pole","F","10"
"Pole","M","2"
"Polena","F","1"
"Poleta","F","2"
"Poletar","M","1"
"Poli","M","11"
"Poli","F","8"
"Polikrom","M","1"
"Poliada","F","2"
"Polian","M","1"
"Poliana","F","13"
"Poliart","M","1"
"Poliderus","M","3"
"Polidon","M","1"
"Polie","F","1"
"Polieda","F","1"
"Poliefgji","F","1"
"Poliefki","F","1"
"Polife","F","1"
"Poligran","M","1"
"Poligrent","M","1"
"Poligron","M","5"
"Polihron","M","1"
"Polike","F","1"
"Polikneni","F","1"
"Polikrom","M","11"
"Polikron","M","124"
"Polikron","F","1"
"Poliksemi","F","5"
"Poliksen","F","55"
"Poliksen","M","6"
"Poliksena","F","20"
"Poliksene","F","1"
"Polikseni","F","522"
"Polikseni","M","10"
"Poliksiela","F","2"
"Poliksjana","F","1"
"Polikson","M","4"
"Poliksoni","F","1"
"Polimer","M","6"
"Polimi","F","1"
"Polimia","F","1"
"Polimije","F","1"
"Polimni","F","1"
"Polin","F","1"
"Polina","F","24"
"Polino","M","1"
"Polion","M","1"
"Poliona","F","1"
"Poliot","M","1"
"Polisen","F","1"
"Poliseni","F","1"
"Polisenka","F","1"
"Polisseni","F","1"
"Polisten","F","1"
"Polisteni","F","1"
"Polite","F","12"
"Politimi","F","1"
"Politini","F","5"
"Polivaq","M","1"
"Polizaj","M","1"
"Polizan","M","2"
"Polizoi","M","29"
"Polizon","M","1"
"Poljan","M","1"
"Poljana","F","9"
"Poljona","F","1"
"Polka","F","1"
"Polkë","F","1"
"Polo","M","17"
"Polo","F","4"
"Poltiment","M","2"
"Polvida","F","1"
"Polluks","M","1"
"Pollumbesha","F","1"
"Pomal","M","1"
"Pomona","F","2"
"Pomteo","M","1"
"Poni","F","1"
"Ponika","F","1"
"Popi","F","3"
"Popovina","F","1"
"Pora","F","1"
"Porize","F","1"
"Porjana","F","1"
"Portenc","M","1"
"Portogen","M","1"
"Portokall","M","2"
"Portokalle","F","62"
"Porvis","M","1"
"Pose","F","1"
"Postol","M","12"
"Poshke","F","1"
"Poula","F","1"
"Poveta","F","1"
"Pozaet","M","1"
"Ppolo","F","1"
"Ppulin","M","1"
"Prada","F","2"
"Pradvera","F","1"
"Praga","F","1"
"Praid","M","1"
"Praila","F","7"
"Praili","F","1"
"Prajla","F","7"
"Prakë","M","1"
"Praksena","F","1"
"Praksiolda","F","1"
"Praksithe","F","8"
"Praksjolda","F","1"
"Praktiko","F","1"
"Pralkont","M","1"
"Pralush","M","1"
"Pramvera","F","1"
"Pranda","F","2"
"Prandevera","F","2"
"Prandevere","F","2"
"Prandi","M","1"
"Prandush","M","3"
"Prandvera","F","1"
"Prandvere","F","3"
"Prane","F","8"
"Pranera","F","1"
"Pranim","M","1"
"Pranime","F","5"
"Pranko","M","1"
"Pranmeje","F","1"
"Pranore","F","2"
"Prantvera","F","1"
"Pranuera","F","251"
"Pranuera","M","2"
"Pranush","M","3"
"Pranveba","F","1"
"Pranver","F","38"
"Pranver","M","5"
"Pranvera","F","5426"
"Pranvera","M","52"
"Pranvere","F","23"
"Pranverë","F","9"
"Pranvëra","F","1"
"Pranvi","F","1"
"Prashevi","F","2"
"Prashilda","F","1"
"Prashivi","F","1"
"Prashqevi","F","3"
"Prashqivi","F","1"
"Prashqivie","F","1"
"Pratika","F","1"
"Pratiko","F","1"
"Pravilda","F","2"
"Prayla","F","1"
"Praylakey","F","1"
"Prazbiola","F","1"
"Prec","M","4"
"Preç","M","34"
"Preça","F","2"
"Preçe","F","4"
"Preçë","F","0"
"Predi","M","2"
"Prediola","F","1"
"Predrag","M","1"
"Preferim","M","2"
"Prefet","M","1"
"Prefete","F","2"
"Prefit","M","1"
"Preg","M","4"
"Prege","M","1"
"Pregion","M","1"
"Preha","F","1"
"Prejana","F","1"
"Prejdi","M","1"
"Prejhan","F","1"
"Prek","M","305"
"Prek","F","2"
"Preka","M","2"
"Prekator","M","1"
"Prekaz","M","1"
"Preke","M","106"
"Preke","F","1"
"Prekë","M","52"
"Prekrithe","F","1"
"Prekson","M","1"
"Prekup","M","1"
"Prel","M","237"
"Prel","F","1"
"Prela","M","2"
"Prele","M","67"
"Prele","F","2"
"Prelë","M","33"
"Preloc","M","1"
"Prelot","M","1"
"Prem","M","3"
"Prem","F","2"
"Prema","F","2"
"Premd","M","1"
"Premda","F","1"
"Preme","F","1"
"Premela","F","1"
"Prementina","F","1"
"Premë","F","3"
"Premë","M","1"
"Premisa","F","2"
"Premte","F","1"
"Premti","F","6"
"Premti","M","2"
"Premtika","F","2"
"Premtike","F","1"
"Premtim","M","87"
"Premtime","F","11"
"Premtin","M","2"
"Premtina","F","11"
"Premto","M","4"
"Premton","M","5"
"Premtore","F","1"
"Premusha","F","1"
"Pren","F","185"
"Pren","M","161"
"Prena","F","997"
"Prena","M","10"
"Prenaldi","M","1"
"Prenaldo","M","1"
"Prenash","M","5"
"Prenc","M","4"
"Prend","M","340"
"Prend","F","94"
"Prenda","F","429"
"Prenda","M","4"
"Prendash","M","4"
"Prende","F","290"
"Prende","M","5"
"Prendë","F","99"
"Prendë","M","0"
"Prendi","M","33"
"Prendor","M","1"
"Prendosh","M","3"
"Prendush","M","65"
"Prendusha","F","15"
"Prendushe","F","7"
"Prendushë","F","1"
"Prene","F","696"
"Prene","M","15"
"Prenejda","F","1"
"Prenë","F","209"
"Prenë","M","3"
"Preng","M","1120"
"Preng","F","18"
"Prenga","F","8"
"Prenga","M","8"
"Prenge","M","138"
"Prenge","F","12"
"Prengë","M","134"
"Prengë","F","1"
"Preni","M","29"
"Prenilda","F","1"
"Prenisa","F","2"
"Prenk","M","5"
"Preno","M","6"
"Preno","F","2"
"Prensarbi","M","1"
"Prent","M","3"
"Prentim","M","1"
"Prentina","F","3"
"Prento","M","1"
"Prenton","M","2"
"Prenush","M","26"
"Prenush","F","7"
"Prenusha","F","23"
"Prenushe","F","18"
"Prenushë","F","2"
"Prenjeta","F","1"
"Prenjo","M","2"
"Preq","M","6"
"Preqe","F","2"
"Preri","M","1"
"Presida","F","5"
"Presidente","F","1"
"Presila","F","3"
"Presilda","F","1"
"Presim","M","1"
"Presion","M","1"
"Presli","M","1"
"Preslinda","F","2"
"Prespa","F","2"
"Preshila","F","2"
"Pret","F","1"
"Preta","F","1"
"Pretash","M","3"
"Prete","F","3"
"Pretina","F","1"
"Preveza","F","1"
"Preveza","M","1"
"Previ","M","2"
"Previljano","M","1"
"Previs","M","5"
"Previsa","F","1"
"Previz","M","0"
"Prez","M","2"
"Prëç","M","1"
"Prëke","M","1"
"Prënda","F","8"
"Prënde","F","1"
"Prëndë","F","1"
"Prëng","M","1"
"Prënush","M","1"
"Prënvera","F","1"
"Prëtash","M","1"
"Prgndusha","F","1"
"Priam","M","27"
"Priamo","M","3"
"Prian","M","5"
"Priana","F","2"
"Priana","M","1"
"Prianka","F","1"
"Priar","M","1"
"Prifido","M","2"
"Prigel","M","1"
"Prijam","M","3"
"Prijan","M","1"
"Prijar","M","1"
"Prikena","F","1"
"Prilind","M","1"
"Prilon","M","4"
"Prim","M","3"
"Primar","M","1"
"Primavera","F","1"
"Primiano","M","1"
"Primo","M","3"
"Prina","F","1"
"Prinada","F","1"
"Princ","M","9"
"Princessë","F","1"
"Princesha","F","1"
"Princi","M","1"
"Princid","F","1"
"Princiona","F","1"
"Pring","M","5"
"Priorina","F","1"
"Prisaila","F","1"
"Priscilla","F","1"
"Priseas","F","1"
"Priseld","M","1"
"Prisiada","F","1"
"Prisian","M","1"
"Prisida","F","2"
"Prisila","F","2"
"Prisilda","F","3"
"Prisli","M","1"
"Pristina","F","1"
"Pristjano","M","1"
"Prishela","F","2"
"Prishil","F","1"
"Prishila","F","73"
"Prishila","M","2"
"Prishilda","F","2"
"Prishtin","F","2"
"Prishtina","F","7"
"Prita","F","24"
"Prita","M","1"
"Pritan","M","14"
"Pritan","F","1"
"Privalda","F","1"
"Prizeren","M","1"
"Prizren","M","5"
"Prjent","M","1"
"Prjola","F","1"
"Prmir","M","1"
"Prnda","F","1"
"Prodan","M","7"
"Prodi","F","1"
"Prodi","M","1"
"Prodhime","F","1"
"Prof","M","3"
"Profi","M","12"
"Profidan","M","1"
"Profil","M","1"
"Profit","M","4"
"Progon","M","1"
"Projdon","M","2"
"Prokbp","M","1"
"Proko","M","8"
"Prokop","M","51"
"Prokopi","M","1"
"Prokops","M","1"
"Proksitel","M","1"
"Proleta","F","2"
"Proleta","M","1"
"Proletan","M","1"
"Proletar","M","49"
"Proletare","F","6"
"Proletor","M","1"
"Prometeus","M","1"
"Pronde","F","1"
"Pronela","F","1"
"Prones","M","1"
"Pronie","F","1"
"Pronjo","M","1"
"Prosina","F","1"
"Prosper","M","1"
"Prostina","F","1"
"Protokalle","F","5"
"Protoko","F","2"
"Protoko","M","1"
"Protol","M","1"
"Protonova","F","1"
"Prova","F","1"
"Provatas","M","1"
"Proveta","F","11"
"Proveth","F","1"
"Provi","M","2"
"Providon","M","1"
"Provim","M","1"
"Prparime","F","1"
"Prudenca","F","3"
"Prumela","F","1"
"Prunela","F","1"
"Prusilda","F","1"
"Prutensa","F","1"
"Prutsina","F","1"
"Prrenja","M","1"
"Prrënjo","M","1"
"Prrnvera","F","1"
"Psikarie","F","1"
"Ptolem","M","2"
"Ptoleme","M","4"
"Ptolemeo","M","1"
"Ptrit","M","1"
"Puce","F","1"
"Puce","M","1"
"Puçe","M","3"
"Puço","M","1"
"Pudrila","F","1"
"Puen","M","1"
"Puhije","F","1"
"Puhiza","F","3"
"Puhizë","F","1"
"Pul","F","2"
"Pula","F","1"
"Pule","F","4"
"Pule","M","1"
"Pulhie","F","1"
"Puli","F","4"
"Pulia","F","1"
"Pulialeticia","F","1"
"Puliana","F","1"
"Puliceni","F","1"
"Pulie","F","97"
"Pulie","M","1"
"Pulije","F","25"
"Pulije","M","3"
"Pulika","F","1"
"Puliksen","F","2"
"Pulikseni","F","4"
"Pulin","M","3"
"Pulino","F","1"
"Puliona","F","1"
"Pulisen","F","1"
"Pulo","M","2"
"Pullubesh","F","1"
"Pullum","M","76"
"Pullumb","M","234"
"Pullumb","F","2"
"Pullumbe","F","0"
"Pullumbesh","F","1"
"Pullumbesha","F","11"
"Pullumbeshë","F","1"
"Pullume","F","1"
"Pume","F","3"
"Pumirald","M","1"
"Pumona","F","1"
"Punetore","F","1"
"Punëtorie","F","1"
"Puntore","F","6"
"Puntorie","F","3"
"Pupa","F","1"
"Pupe","F","1"
"Pupe","M","1"
"Pupi","M","1"
"Pupjana","F","1"
"Pupule","F","1"
"Pupulina","F","4"
"Pupulinë","F","0"
"Purçe","M","0"
"Purie","F","3"
"Purime","F","1"
"Pushim","M","4"
"Pushim","F","1"
"Pushime","F","169"
"Pushime","M","2"
"Pushkim","M","1"
"Pushkin","M","8"
"Pushkinë","M","1"
"Pushqime","F","1"
"Pushtrig","M","1"
"Pushtrik","M","2"
"Pushulla","F","1"
"Pylije","F","1"
"Pymi","M","1"
"Qabi","F","1"
"Qabi","M","1"
"Qabije","F","1"
"Qabire","F","45"
"Qabyre","F","1"
"Qafere","F","1"
"Qafet","M","1"
"Qafësere","F","1"
"Qafie","F","1"
"Qafile","F","40"
"Qafle","F","1"
"Qafsere","F","18"
"Qahie","F","1"
"Qahile","F","1"
"Qaje","F","1"
"Qako","M","23"
"Qalliu","M","1"
"Qallo","M","1"
"Qama","F","2"
"Qamadan","M","1"
"Qamato","F","1"
"Qame","F","6"
"Qami","M","38"
"Qamie","F","15"
"Qamije","F","1"
"Qamil","M","2049"
"Qamil","F","16"
"Qamilosmani","M","1"
"Qamilda","F","1"
"Qamildo","M","1"
"Qamile","F","2188"
"Qamile","M","25"
"Qamilë","F","5"
"Qamili","M","1"
"Qamilie","F","1"
"Qamilind","M","1"
"Qamilo","M","1"
"Qamiola","F","1"
"Qamiran","M","16"
"Qamiranda","F","1"
"Qamire","F","1"
"Qamiron","M","1"
"Qamle","F","1"
"Qamo","F","9"
"Qamuran","F","2"
"Qamuran","M","1"
"Qamurane","F","2"
"Qamurane","M","1"
"Qan","M","1"
"Qana","F","2"
"Qando","F","1"
"Qane","F","1"
"Qane","M","1"
"Qani","M","1376"
"Qani","F","3"
"Qanie","F","453"
"Qanie","M","3"
"Qaniela","F","1"
"Qanijani","M","1"
"Qanije","F","123"
"Qanile","F","2"
"Qanine","F","2"
"Qaniu","M","1"
"Qano","M","1"
"Qapajev","M","3"
"Qara","F","2"
"Qare","F","36"
"Qarli","M","1"
"Qasim","M","1"
"Qassim","M","1"
"Qashere","F","1"
"Qashif","M","3"
"Qaship","M","21"
"Qatibie","F","1"
"Qatip","M","168"
"Qatip","F","1"
"Qatjon","M","1"
"Qato","M","6"
"Qathere","F","1"
"Qauser","F","1"
"Qausera","F","1"
"Qausere","F","14"
"Qauserre","F","1"
"Qauther","M","1"
"Qauthere","F","0"
"Qavsere","F","1"
"Qaze","F","1"
"Qazibane","F","0"
"Qazibe","F","7"
"Qazie","F","1"
"Qazim","M","2286"
"Qazim","F","24"
"Qazime","F","463"
"Qazime","M","6"
"Qazimjana","F","1"
"Qazir","M","1"
"Qazo","F","2"
"Qazo","M","1"
"Qazybe","F","1"
"Qbane","F","2"
"Qeaime","F","1"
"Qebarete","F","1"
"Qebarie","F","1"
"Qeberie","F","1"
"Qebir","M","22"
"Qebirali","M","1"
"Qebire","F","2"
"Qebrie","F","1"
"Qecor","M","2"
"Qedere","F","1"
"Qederi","M","1"
"Qederie","F","8"
"Qederije","F","3"
"Qederim","M","2"
"Qedthere","F","1"
"Qefaet","F","2"
"Qefaet","M","2"
"Qefaete","F","2"
"Qefafie","F","1"
"Qefajet","F","1"
"Qefajet","M","1"
"Qefajete","F","7"
"Qefali","M","2"
"Qefalie","F","1"
"Qefamet","F","1"
"Qefanet","M","1"
"Qefie","F","2"
"Qefije","F","1"
"Qefine","F","1"
"Qefjere","F","1"
"Qefli","M","5"
"Qeflie","F","2"
"Qefni","F","1"
"Qefnie","F","9"
"Qefo","F","1"
"Qefqerie","F","1"
"Qefrike","F","1"
"Qefse","F","3"
"Qefseke","F","1"
"Qefsel","M","1"
"Qefsele","F","1"
"Qefseni","F","1"
"Qefser","F","19"
"Qefser","M","4"
"Qefsera","F","3"
"Qefsere","F","566"
"Qefsere","M","5"
"Qefseri","F","1"
"Qefserie","F","6"
"Qefserije","F","5"
"Qefseve","M","1"
"Qefsfre","F","1"
"Qefshere","F","1"
"Qejvan","M","1"
"Qel","M","0"
"Qelan","M","1"
"Qele","F","1"
"Qelepie","F","1"
"Qelë","M","1"
"Qeliba","F","21"
"Qelibar","M","3"
"Qelibar","F","1"
"Qelibare","F","135"
"Qelibare","M","1"
"Qelibari","F","2"
"Qelibari","M","1"
"Qelidhana","F","1"
"Qelidhona","F","4"
"Qelidhonkë","F","1"
"Qelik","M","1"
"Qelime","F","1"
"Qelistina","F","1"
"Qeljeta","F","1"
"Qelni","M","1"
"Qelnike","F","2"
"Qelo","M","2"
"Qellim","M","1"
"Qemajlie","F","2"
"Qemal","M","3529"
"Qemal","F","22"
"Qemalosman","M","1"
"Qemale","F","5"
"Qemalgjetan","M","1"
"Qemali","M","1"
"Qemalie","F","5"
"Qemalije","F","4"
"Qemaljon","M","1"
"Qeman","M","1"
"Qemane","F","3"
"Qemeran","M","1"
"Qemile","F","1"
"Qemiran","F","2"
"Qemirane","F","2"
"Qeml","M","3"
"Qemo","F","20"
"Qemo","M","2"
"Qemol","M","14"
"Qemser","M","1"
"Qemuran","M","1"
"Qenam","M","47"
"Qenan","M","57"
"Qendere","F","1"
"Qendrd","M","1"
"Qendresa","F","26"
"Qendrim","M","40"
"Qendrime","F","73"
"Qendro","M","21"
"Qendrulla","F","2"
"Qenduro","F","1"
"Qenere","F","3"
"Qenik","M","1"
"Qeno","F","2"
"Qenrim","M","2"
"Qenrime","F","1"
"Qensi","M","1"
"Qentrulla","F","1"
"Qenun","M","1"
"Qeosere","F","2"
"Qeother","M","1"
"Qeothere","F","5"
"Qeparete","F","1"
"Qeparize","F","1"
"Qepsere","F","2"
"Qerabie","F","0"
"Qeraca","F","0"
"Qeram","M","12"
"Qeramedin","M","7"
"Qeramet","M","2"
"Qeramidin","M","1"
"Qeramudin","M","2"
"Qeran","M","1"
"Qerana","F","4"
"Qerane","F","1"
"Qercme","F","1"
"Qere","F","21"
"Qerem","M","159"
"Qerem","F","1"
"Qereme","F","4"
"Qeren","M","10"
"Qeren","F","1"
"Qeret","M","2"
"Qerete","F","1"
"Qeriaqe","F","1"
"Qeriba","F","104"
"Qeribaja","F","1"
"Qeribake","F","1"
"Qeribare","F","1"
"Qerida","F","1"
"Qerim","M","1243"
"Qerim","F","11"
"Qerima","F","1"
"Qeriman","F","1"
"Qerime","F","1146"
"Qerime","M","7"
"Qerimelda","F","2"
"Qerimë","F","1"
"Qerimi","M","9"
"Qerimije","F","3"
"Qerin","M","3"
"Qerinan","F","1"
"Qerinie","F","1"
"Qerjaqi","F","1"
"Qero","F","2"
"Qerom","M","1"
"Qerqiz","M","1"
"Qersie","F","1"
"Qershi","F","2"
"Qershibe","F","1"
"Qershie","F","4"
"Qershif","M","1"
"Qershit","M","7"
"Qershiza","F","1"
"Qershore","F","1"
"Qerush","M","1"
"Qerramedin","M","1"
"Qerriba","F","1"
"Qesaret","M","1"
"Qesere","F","6"
"Qeseri","F","1"
"Qesfer","F","2"
"Qesfere","F","4"
"Qesferie","F","1"
"Qesime","F","1"
"Qesk","M","13"
"Qeskim","M","2"
"Qesko","M","1"
"Qesku","M","1"
"Qesti","M","1"
"Qeship","M","1"
"Qeshir","M","1"
"Qeta","F","2"
"Qetabie","F","11"
"Qetabie","M","1"
"Qetabije","F","2"
"Qete","F","23"
"Qete","M","1"
"Qetesor","M","12"
"Qetësim","M","1"
"Qetësor","M","12"
"Qeti","F","17"
"Qetina","F","2"
"Qetke","M","1"
"Qetko","F","3"
"Qeto","M","0"
"Qetsar","M","1"
"Qetsdr","M","1"
"Qetsie","F","1"
"Qetsije","F","1"
"Qetsjola","F","1"
"Qetsor","M","56"
"Qetsore","F","3"
"Qethere","F","7"
"Qethir","M","1"
"Qeufere","F","1"
"Qeuofere","F","1"
"Qeuser","F","1"
"Qeusere","F","3"
"Qeuther","F","1"
"Qeuther","M","1"
"Qeuthere","F","36"
"Qeverim","M","3"
"Qeverime","F","3"
"Qeverrim","M","1"
"Qevie","F","7"
"Qevije","F","2"
"Qevike","F","1"
"Qevthere","F","2"
"Qezair","M","1"
"Qezar","M","18"
"Qezarin","M","3"
"Qezarina","F","4"
"Qezarina","M","1"
"Qezbie","F","1"
"Qezerina","F","1"
"Qezibe","F","2"
"Qezim","M","14"
"Qezire","F","1"
"Qëlibare","F","1"
"Qëndime","F","1"
"Qëndresa","F","8"
"Qëndrim","M","34"
"Qëndrim","F","1"
"Qëndrime","F","60"
"Qëndro","M","22"
"Qëndro","F","1"
"Qëndrulla","F","1"
"Qëndrresa","F","1"
"Qëndrrime","F","1"
"Qënjero","M","1"
"Qëthere","F","1"
"Qffsere","F","1"
"Qianie","F","1"
"Qibare","F","9"
"Qibarete","F","7"
"Qibarie","F","11"
"Qibarije","F","4"
"Qibir","M","2"
"Qibrane","F","1"
"Qibrie","F","64"
"Qibrie","M","1"
"Qibrija","F","1"
"Qibrije","F","18"
"Qibrise","F","1"
"Qibrit","M","1"
"Qibro","F","9"
"Qidro","F","1"
"Qif","M","1"
"Qifca","F","1"
"Qifça","F","2"
"Qifçe","F","1"
"Qile","F","22"
"Qilibare","F","1"
"Qilieta","F","1"
"Qiljeta","F","1"
"Qilseta","F","1"
"Qiluke","F","1"
"Qilla","F","1"
"Qille","F","1"
"Qimo","M","4"
"Qin","F","1"
"Qinam","M","1"
"Qindrulla","F","1"
"Qipri","M","1"
"Qipro","F","1"
"Qiqe","F","2"
"Qiqe","M","2"
"Qiraca","F","1"
"Qiraco","F","1"
"Qiraçe","F","1"
"Qiran","F","1"
"Qirana","F","16"
"Qirano","F","1"
"Qire","M","2"
"Qirete","F","2"
"Qiria","M","1"
"Qiriak","M","1"
"Qiriako","M","53"
"Qiriakos","M","2"
"Qiriakulla","F","1"
"Qiriaqe","F","1"
"Qiriaqica","F","2"
"Qiric","M","2"
"Qirica","F","1"
"Qirijako","M","1"
"Qirile","M","1"
"Qirime","F","1"
"Qirimie","F","1"
"Qirjaca","F","1"
"Qirjak","M","2"
"Qirjaki","F","1"
"Qirjakica","F","1"
"Qirjako","M","176"
"Qirjako","F","1"
"Qirjakulla","F","27"
"Qirjakulla","M","1"
"Qirjana","F","4"
"Qirjanice","F","1"
"Qirjaq","M","4"
"Qirjaqe","F","1"
"Qirjaqi","F","1"
"Qirjaqi","M","1"
"Qirjaqica","F","2"
"Qirjaqila","F","1"
"Qirjaqitsa","F","1"
"Qirjathica","F","1"
"Qirjo","M","4"
"Qirjoko","M","1"
"Qirko","M","5"
"Qirkoleste","M","1"
"Qiro","M","15"
"Qirush","M","1"
"Qita","F","1"
"Qitabie","F","3"
"Qivi","F","2"
"Qivie","F","2"
"Qivije","F","1"
"Qize","F","1"
"Qjozepina","F","1"
"Qjyke","F","1"
"Qlgeni","M","1"
"Qlirime","F","2"
"Qllga","F","1"
"Qoaser","F","2"
"Qofere","F","2"
"Qofser","F","3"
"Qofsere","F","3"
"Qoithere","F","1"
"Qolqothere","F","1"
"Qoman","M","1"
"Qomile","F","2"
"Qoni","M","2"
"Qonije","F","1"
"Qorater","M","1"
"Qosere","F","3"
"Qosfer","F","1"
"Qother","M","1"
"Qothere","F","40"
"Qoufsere","F","1"
"Qouther","M","1"
"Qouthere","F","2"
"Qubrika","F","1"
"Quentin","M","1"
"Quethere","F","1"
"Qufere","F","2"
"Quintino","M","1"
"Qujkov","M","1"
"Qukie","F","1"
"Quman","M","1"
"Qun","M","3"
"Qune","F","1"
"Qup","M","1"
"Quprie","F","1"
"Qurana","F","2"
"Qutahi","F","1"
"Quther","F","1"
"Quthere","F","8"
"Qybarete","F","1"
"Qydret","M","1"
"Qyfli","M","3"
"Qyfzi","M","1"
"Qyle","F","3"
"Qylizare","F","1"
"Qyljana","F","1"
"Qylsiana","F","1"
"Qylsyme","F","1"
